name,description,founded,address,industries,categories,image
"ReviewsEditor","Reviews Editor is a community of people sharing their real life experiences and opinions about a wide range of products and services. Reviews Editor came into existence in 2011 with an objective to provide fair, impartial and un-biased opinions to all our visitors to help them make better informed buying decision. Reviews by real people is the main focus of this platform.","December 2011","Mumbai, Maharashtra, IND","","","https://s3.amazonaws.com/startupgenome-avatars/organizations/reviewseditor.png"
"Linenore","About LinenoreLinenore was started with a passion of making pure and genuine linen to fulfil the demand of this royal and luxurious cloth and to introduce it into the market and make it easily available to linen lovers. Linenore has a range of exclusive fashion clothing, home fashion and other linen accessories made of pure linen. The Fashion clothing includes affordable designer Linen cloth for men, women and kids.Linenore started as an online store in 2010 focussing India and the middle-east region to make linen clothing as a luxury fashion statement.Why Linenore?Linenore is built with the passion of exploring the luxurious clothing of Linen. A primary asset is the quality of the fabric that gives one, comfort at its best. Our objective is to make quality linen clothing available to linen lovers.We have purest form of linen source from European country like Belgium, Ireland and France.We have a range of selected designer ware for men, women and kids. Our cloths are value for money and quality that one can trust.About LinenLinen textiles appear to be some of the oldest in the world and its history goes back many thousands of years 8000 BC. Linen is considered as a symbol of light and purity Linen is believed to be a gift of God and regarded it as sacred Linen protects skin from harmful UV rays and sun allergies Linen is a health fabric because it is inherently anti-bacterial Linen is truly comfortable and easy to wear in every seasonLinen is usually an expensive textile, and is produced in relatively small quantities. It is a natural fibre which allows the skin to breathe and the air to circulate in the heat, as well as gently absorbing the bodys perspiration. This also makes linen the ideal for relaxed loungewear clothing option. The paler the colour, the cooler this linen clothing feels, with the ultimate being crisp WhiteFlax, from which Linen fabric is derived, is mainly producers in Ireland, Italy and Belgium, and also in countries including Poland, Austria, Belgium, France, and Germany.Linen is truly comfortable and easy to wear in every season. It is insulating in winter and breathable in summer, due to its thermoregulatory properties.","September 2011","Mumbai, Maharashtra, IND","","","https://s3.amazonaws.com/startupgenome-avatars/organizations/linenore.png"
"Loans in mumbai","live financial company offers loansthe company gives out loans to individuals,multinationals and legitimate corporate organization in need of financial assistance..guaranteed cash in your account.the loan is flexible and comprehensive and it was well initiated by the best economist in recent times.interested legitimate candidates can contact me,LEON ALDRICKleonaldrick@gmail.com","","110, Creative Industrial Estate, Sunder Nagar, Kalina, Vidya Nagar, Mumbai, Maharashtra, IND","","","https://s3.amazonaws.com/startupgenome-avatars/organizations/loansinmumbai.png"
"AIR INDIA","Air India Limited operates passenger and cargo airlines in India. Its fleet comprises Boeing 777-200ER, Boeing 747-400, Boeing 747-400 Combi, and Airbus 310. The company operates flights to various destinations, including London and Birmingham in the United Kingdom; Paris and Frankfurt in Europe; Bangkok, Dhaka, Hong Kong, Jakarta, Kuala Lumpur, Osaka, Seoul, Shanghai, Singapore, and Tokyo in Asia Pacific region; Abu Dhabi, Dammam, Dubai, Jeddah, Kuwait, Muscat, and Riyadh in Gulf and Middle East region; Chicago, Los Angeles, New Jersey, and New York in the United States; Toronto in Canada; and Dar-es-Salaam and Nairobi in Africa. It also offers online booking, electronic ticketing, advance check-in, and cargo tracking services. The company was founded in 1932 and is based in Mumbai, India.","","Air India Building Nariman Point, Mumbai, Maharashtra, IND","","","https://s3.amazonaws.com/startupgenome-avatars/organizations/airindia.png"
"The Quopn Company Pvt. Ltd.","The Quopn Company is a privately-held company focused on building innovative products that help brands and consumers engage with one another","April 2012","Mumbai, Maharashtra, IND","","","https://s3.amazonaws.com/startupgenome-avatars/organizations/the-quopn-company-pvt-ltd.png"
"Italica Furniture Private Limited","Italica Furniture is one of the leading plastic furniture manufacturers and suppliers in India. A wide range of plastic furniture like plastic chair, table, trolley, sun lounger etc.","","Mumbai, Maharashtra, IND","","","https://s3.amazonaws.com/startupgenome-avatars/organizations/italica-furniture-private-limited.png"
"Hypuzindia","Hypuz is a leading manufacturer, supplier of soap dispensers across India mainly in Mumbai, India.","","Mumbai, Maharashtra, IND","","","https://s3.amazonaws.com/startupgenome-avatars/organizations/hypuzindia.png"
"ApartmentADDA","We provide a composed and flexible web based apartment management portal that is widely used by treasurers, accountants and auditors of societies.","","Mumbai, Maharashtra, IND","","","https://s3.amazonaws.com/startupgenome-avatars/organizations/apartmentadda.png"
"EWEBAC","EWEBAC is an multi national Online Internet Marketing Firm offer end to end Online Marketing Solutions in India as well as all over the world. We especially expertise in Search Engine Optimization. For English as well as Multi Lingual websites. Our Services Includes:Search Engine Optimization: Search Engine Optimization is a process of making the website user friendly as well as search engine friendly so that it can get the full visibility and good amount of traffic as a result website can generate excellent business.Pay Per Click: Pay per Click, commonly abbreviated as PPC. It is one of the popular methods of advertising  on Internet World. PPC is a paid advertising, Which means as it says Pay Per Click, That means only you have to pay when anyone clicks on your ads.We are specialized in Providing PPC Services for Google Search Engine ( Google Adwords )SMO: Social Media is one of the fastest growing mediums of advertising in the Internet World. In April 2010 an estimated 41.6% of the U.S. population had a Facebook account. Quantcast estimates Facebook has 138.9 million monthly unique U.S. visitors in May 2011. Now it has 800 million active users. 250 million users on Google+. Twitter Passed 500M Users In June 2012.ORM - Online Reputation Management is a new concept which has come up in 2010 and getting the boom too. As it itself says the whole story about it. It helps to Corporate, Business Firms or individuals to Create as well to maintain their reputation in the market.Website Designing  - At EWEBAC, We have 24-hour dedicated team, which work on a regular basis on our client's website. Our main motto is to satisfy our customers need by creating an attractive, Error free as well as SEO Friendly Websites.Web Development - When it comes to designing a website then it also tends to web development. We have a professional team of a programmer who always engaged in finding new things, which makes us one of the best web development companies in Mumbai, India as well as abroad.","January 2009","Mumbai, Maharashtra, IND","","","https://s3.amazonaws.com/startupgenome-avatars/organizations/ewebac.png"
"Haptik","Mobile Assistant for Products & Services
Haptik is a mobile messenger assistant for help, information, and support across products and services. Think WhatsApp - but instead users talking to experts for queries across various categories and products. 

Haptik experts are people who have worked with these companies before or have used their products extensively. Most of them are directly employed, while some work as crowd sourced volunteers. They have access to an internal knowledge base of thousands of frequently asked questions that have been compiled from the public domain. 

80% of questions asked are resolved right then and there, 15% require experts to follow up with the respective companies, and 5% require the user to directly deal with the company. The average response per inbound message is about 4 minutes.

On the enterprise side, it is a SaaS platform that allows companies to plug in their own customer contact teams to directly chat with the customer. ","August 2013","San Francisco, CA","","","https://s3.amazonaws.com/startupgenome-avatars/organizations/haptik.png"
"Eatopia","An India focused marketplace for food discovery with curated, themed boxes & exciting food content.Eatopia is a marketplace for food discovery: - A curated marketplace for hard to find, artisanal & traditional food products from across India. - Themed boxes to enable customers to experience flavours, techniques & recipes from around the country. - Food discovery through recipes from people's homes & stories about people, communities & families.","August 2012","Mumbai, Maharashtra, IND","","","https://s3.amazonaws.com/startupgenome-avatars/organizations/eatopia.png"
"Gradealyzer","Gradealyzer is a brilliant online grade analytics and reporting tool that shows schools, teachers and parents a 360 degree view of the students performance in just one click! Easy to operate and understand; and an absolute visual treat; it offers engaging and explanatory illustrations that can trace student performance  year after year, start to end.Gradealyzer is for schools - Gradealyzer reveals teacher effectiveness. Gives insights into how students are responding to a particular teacher or a particular method of teaching.Gradealyzer is for teachers - It helps identify students who needs their attention. Teachers can look at comparative analysis of a student or even historic performance of a studentGradealyzer is for parents - It helps modern day parents to escape the numbers game and understand the core strengths of their child.","December 2012","Mumbai, Maharashtra, IND","","","https://s3.amazonaws.com/startupgenome-avatars/organizations/gradealyzer.png"
"Recover Data Tools","Recover Data is the world-class provider of Data Recovery, Email Conversion, File Repair, and Database Repair software. The company is based in India and has spread its business in the US, UK, Australia, and European countries. It is the largest manufacturer of these products and is the Microsoft Gold Certified partner too. The organization proffers 24 hours support to worldwide customers. It facilitates toll free numbers for the USA and Canada clients to get the answers of their queries throughout the software analysis and implementation. We proffer GUI based software recovery applications. Our software are based upon advanced technology and heuristic algorithms to retrieve data simply in few steps. Many recovery specialists and top level shareware sites have awarded our products  as the best application in the world. Henceforth, it's good to apply tools from Recover Data, as these are prepared in world-class labs and are offered with free demo and trial utilities as well. ","January 1997","Mumbai, Maharashtra, IND","","","https://s3.amazonaws.com/startupgenome-avatars/organizations/recover-data-tools.png"
"ABT Security Systems","ABT Security Systems Pvt. Ltd. is a leading player in the field of Building Technologies including Fire Protection, Plumbing, WTP, STP and Security Systems.","January 2009","Mumbai, Maharashtra, IND","","","https://s3.amazonaws.com/startupgenome-avatars/organizations/abt-security-systems.png"
"IntelleGrow Finance","IntelleGrow Finance Pvt. Ltd. provides debt finance and skills support to small and growing businesses in India. The company offers customized loan products, including short-term working capital loans, term loans, supplier loans, receivables loans, and other lines of credit. It focuses on energy product and service distribution and supply, energy support service, SME logistics and supply chain, financial infrastructure, healthcare infrastructure, education, agriculture product and service, and water and sanitation sectors. The company was founded in 2010 and is based in Mumbai, India.","January 2010","Mumbai, Maharashtra, IND","","","https://s3.amazonaws.com/startupgenome-avatars/organizations/intellegrow-finance.png"
"Scinnovation Consultants","Scinnovation (stands for Scaling Innovations) Consultants Pvt. Ltd. is an Intellectual Property protection, consulting and monetisation firm based out of Mumbai (Bombay) with associates in New Delhi, Pune, Ahmedabad and Cochin.Cofounded by Rajeev Surana, who is a qualified Patent Attorney with degree in Chemical Engineering & Marketing MBA, the focus of the firm is to listen to clients and provide them with a solution which makes 'business sense' apart from being 'legally sound'.This approach along with years of experience and expertise available in the organisation makes it a preferred choice for Entrepreneurs, Start ups, Academia and Individual Innovators.The team consists of two senior advisors, Dr. Shantaram Kane (Adjunct IITB Professor) & Dr. A. S. Rao (Ex-Advisor, Department of Science & Technology) apart from associates from Law, Finance and Technology backgrounds.Rajeev is also proud to share his knowledge and learning through his book, Protect Your Ideas which was released on 26th April 2012 and has conducted Workshops for TIE, Mumbai & Pune chapters, Indian Angel Network, Institute of Chartered Accountants, Ministry of MSME-Govt. of India etc.So if you are confused on how to protect your idea in any form or monetise your Intellectual Property or worried that you are infringing someone's Intellectual Property in different geographies or simply want to build an innovation culture in your organisation, you need to get in touch with us. ","April 2005","Mumbai, Maharashtra, IND","","","https://s3.amazonaws.com/startupgenome-avatars/organizations/scinnovation-consultants.png"
"Media Pasta","Mediapasta is among the fastest growing Internet company in the arena of Search Marketing, Search Engine Optimization and instant online visitor traffic generation to your website.Mediapasta provides the complete Internet marketing & online promotion solutions under its ambit.Our approach of integrating progressive web solutions along with best Internet marketing services and creative Web Design helps businesses touch another level of performance. Our capabilities and extensive experience in the industry assure our clients with high quality and economical business solutions designed, produced and developed specifically for their needs by our proficient and veteran web strategists.","","Mumbai, Maharashtra, IND","","","https://s3.amazonaws.com/startupgenome-avatars/organizations/media-pasta.png"
"Glenmark","Glenmark Pharmaceuticals Ltd. (GPL) is a research-driven, global, integrated pharmaceutical company headquartered at Mumbai, India. Glenmark is the leader in the discovery of new molecules both NCEs (new chemical entity) and NBEs (new biological entity). The company has a significant presence in branded generics markets across emerging economies including India. It also has a fast growing and robust US generics business. Its stock is listed on Indias two large stock exchanges, the Bombay Stock Exchange (BSE) and the National Stock Exchange (NSE). Glenmark employs nearly 6000 people across its global operations across 80 countries.Glenmark was recently awarded by SCRIP, the largest selling and most respected pharmaceutical magazine in the world as the Best Pharma company in the World  SME and Best company across Emerging markets for 2008. Forbes, another leading international publication recognized Glenmark as the Best Under a Billion Dollar companies in Asia for 2008.In the area of drug discovery, Glenmark is focused in the areas of inflammation,metabolic disorders and pain. Presently, Glenmark has eight molecules in clinical trials. Most of them are either best-in-class or first-in-class with each have potential to become global blockbusters. Two of its molecules will enter Phase III trials. With this development, Glenmark takes a step closer to becoming the first Indian company to launch a truly innovative drug globally","January 1977","Mumbai, Maharashtra, IND","","","https://s3.amazonaws.com/startupgenome-avatars/organizations/glenmark.png"
"K. J. Somaiya College of Engineering","","January 1983","Mumbai, Maharashtra, IND","","","https://s3.amazonaws.com/startupgenome-avatars/organizations/k-j-somaiya-college-of-engineering.png"
"Hemmo Pharmaceuticals","Hemmo Pharmaceuticals is a privately held company and has been in the business of peptides for the last 35 years. It is India's first and largest manufacturer of synthetic peptides supplying to the Pharmaceutical, Research and Veterinary industries within India and overseas. Hemmo Pharmaceuticals has continuously been ranked as the leading supplier of bulk Oxytocin to the global market.","","Mumbai, Maharashtra, IND","","","https://s3.amazonaws.com/startupgenome-avatars/organizations/hemmo-pharmaceuticals.png"
"Anatta Humanversity Pvt. Ltd","Anatta Humanversity Pvt Ltd, professional services/ programs for rehab for drug and alcohol rehab. Anatta drug & alcohol rehabilitation centre is located in Mumbai and Pune. Though society and civilizations have evolved & the usages of alcohol and drugs have increased, the tendency to addiction has remained the same. However, the alcohol rehabilitation treatment methodologies have evolved and today Anatta Humanversity, best in alcohol rehab, takes you beyond Addiction towards Life and living!","","Mumbai, Maharashtra, IND","","","https://s3.amazonaws.com/startupgenome-avatars/organizations/anatta-humanversity-pvt-ltd.png"
"Tata Power","Tata Power is Indias largest integrated power company with a significant international presence. From Fuel and Logistics to Generation and Transmission to Distribution and Trading-exploring various renewable sources of energy in India and globally, we now have a significant presence in wind, solar, hydro and geothermal energy space.Our technology leadership is legendary and we have demonstrated successful public-private partnerships in Generation, Transmission and Distribution - ""Tata Power Delhi Distribution Limited"" with Delhi Vidyut Board for distribution in North Delhi, 'Powerlinks Transmission Ltd.' with Power Grid Corporation of India Ltd. for evacuation of Power from Tala hydro plant in Bhutan to Delhi and 'Maithon Power Ltd.' with Damodar Valley Corporation for a Mega Power Project at Jharkhand.Today, we are poised for multifold growth. We are one of the largest renewable energy players in India and have developed the countrys first 4000 MW Ultra Mega Power Project at Mundra (Gujarat) based on super-critical technology. Our international presence includes strategic investments in Indonesia through 30% stake in coal mines and a geothermal project; in Singapore through Trust Energy Resources to securitise coal supply and the shipping of coal for its thermal power generation operations; in South Africa through a joint venture called Cennergi to develop projects in South Africa, Botswana and Namibia; in Australia through investments in enhanced geothermal and clean coal technologies and in Bhutan through a hydro project in partnership with The Royal Government of Bhutan.While we have ambitious growth plans we are committed to 'responsible growth'. From focusing on producing clean and green power to investing and implementing eco-friendly technologies; reducing our carbon footprint to joining global initiatives to combat climate change; scouting for clean power sources internationally to driving energy conservation and efficiency; creating sustainable livelihood for communities to green buildings and villages; we are doing all that we can to carry forward our green legacy.","","Mumbai, Maharashtra, IND","","","https://s3.amazonaws.com/startupgenome-avatars/organizations/tata-power.png"
"Instinct Media","Instinct Media brings individuals, businesses,  companies, and SMEs online and establish their business on Internet & open the door for the Global Market. They provide Website Desiging, Internet Marketing, Search Engine Optimization, SEO, SEM, PPC, Domain Name Registration, Website Hosting, Application Development, Graphics Designing, Branding... & the list goes on.","September 2009","B-4, Ayodhya Towers, Station Road,, Kolhapur, Maharashtra, IND","","","https://s3.amazonaws.com/startupgenome-avatars/organizations/instinct-media.png"
"CATAPOOOLT","India + Asia's Crowd Funding Platform
India's fastest growing Crowd Funding platform and World's only such platform with unique 3-tier reward structure. Backed by team of national & global entertainment and creative experts, bringing more than 15 decades of combined experience. The platform have already achieved the record of raising highest ever crowdfunded amount for a project in India. The model is well-differentiated to suit different consumer psyche in India and Asia markets - and is actively bringing more market innovations and strong offline components to expand potential base.

It is endeavoring to achieve USD 1.50 Million revenue in 3 years.

Incidentally, Crowd Funding is getting stronger in India and Asia - with more regional players emerging - and creating more opportunities. 

However, there is no pan-Asian player yet - and therein lies the opportunity which CATAPOOOLT is aiming to work on.","","Mumbai, Maharashtra, IND","","","https://s3.amazonaws.com/startupgenome-avatars/organizations/catapooolt.png"
"Private Company"," Community that enjoys sports and creates an experience of sharing All About Sports.Sports are incredibly important contributor to human nature in our societyThe word fans and the emotions attached to it means as much as 'insanely but divinely inspired'. True fans are committed from cradle to the grave. They tattoo their skin, sing, and start their own religion, fan clubs to express their almost unconditional love for their favorite sport, team and sports icon. Being a sports fan provides you with a perfect workout, inspires you, makes you get more active, develops and enhances your relationship and makes you smarter. Sports are one of the best things to share your experiences. Sports are perfectly suited to focus on results, enjoy the essence of teamwork, learn that practice makes perfect, leadership, how to play by the rules and respect each other, develops competitive spirit, perseverance, inspiration, sportsmanship, win with grace and loose with dignity. In addition and importantly sports are a source of entertainment, business and career opportunities. Sports always makes its fans deeply, emotionally involved regardless of the outcome of a game, victory or a loss with a common factor that is togetherness and bonding. Sporttin.com is for all sports fans to engage with sports since fans have an endless appetite for sports. Watching them, talking about them and many a times playing them because in all directions the world is filled with fans. They are the lifeblood of sports, sports icons and sports industry.","","Mumbai, Maharashtra, IND","","","https://s3.amazonaws.com/startupgenome-avatars/organizations/private-company.png"
"Mynbest","Mynbest is a crowdfunding platform that facilitates users all the process of participation in companies in wich they want to that  integrate becoming investor or partner. Furthermore, we get  entrepreneurs to have the opportunity to reach funding easily.We also have a Venture capital Fund and invest in startups we consider valuable for our business interests.At Mynbest, users are the ones who decide where to invest their money. Their investment decisions are those that give companies the opportunity to continue growing . With crowdfunding we have reached a new era in which small investors have the ability to make a difference, not just the big ones. This is the reason we are confident that the crowd is the best channel to decide which projects are worth to accelerate and which not. We offer our users the opportunity to give their capital with maximum performance and in absolute safety.With the services Mynbest offers, we hope to improve the system of investment and job creation thanks to the launch or growth of strtups. If you need an opportunity to raise funds to enable your business model, mynbest.com is your solution.We believe that investors can become a great asset for companies not only capital but by their knowledge. Adding their experience and know-how, contacts or remarkable skills they can make a startup grow more than just with money. Mynbest is headquartered in Barcelona but also operates in Asia , South America and Central America. We have investors from more than twenty countries and we will continue working to grow our numbers. In addition , we have agreements with major players in the startup scene . Investment Networks , Business Angels, Venture Capital Firms, accelerators and incubators as well as numerous institutions promoting entrepreneurship and business Venture.Throughout 2014 Mynbest plans to open his own investment fund in order to increase the number of services we offer to our customers.","February 2012","Barcelona, Catalonia, ESP","","","https://s3.amazonaws.com/startupgenome-avatars/organizations/mynbest.png"
"Total Presentation Devices","Total Presentation Devices Ltd. is known since the last two decades as the pioneers in India to successfully design, install and support technology solutions that help organizations of all types collaborate and communicate effectively.","October 2012","Mumbai, Maharashtra, IND","","","https://s3.amazonaws.com/startupgenome-avatars/organizations/total-presentation-devices.png"
"Global Vox Populi","Global Vox Populi is a leading Global Data Collection, Field Services, Market Research, Analytics and Consulting firm, serving a number of corporations, market research as well as consulting firms. The name, Global Vox Populi, reflects the companys Belief of Majority among our clients and Analytical Corporate Philosophy.The firm conducts multinational studies on an array of topics, spanning industries from packaged goods to healthcare to high end technologies. The firm places great value on hard work, meeting deadlines, and staying within budgets. The nexus of Global Vox Populis efforts is focused on assisting its clients build and sustain a winning business model.Research must lead to intelligence and actionable insights that improve the long-term chances of success. Global Vox Populi seeks the synergy inherent in combining qualitative research, quantitative research, proprietary tools, secondary data, and advanced analytics, as guided by the objectives of each research project.Email: inquiry@globalvoxpopuli.comWebsite: http://globalvoxpopuli.com","January 2013","Mumbai, Maharashtra, IND","","","https://s3.amazonaws.com/startupgenome-avatars/organizations/global-vox-populi.png"
"Digital education research and development organization","Digital education research and development organization is consistently working towards the augmentation of child education in digitized way. By this approach, organization is making students more educated and helping them to crack their competitive exams quite effectively by giving MOCK TEST for JEE and Mock Test for AIPMT and saving their big time and money.  ","May 2013","Mumbai, Maharashtra, IND","","","https://s3.amazonaws.com/startupgenome-avatars/organizations/digital-education-research-and-development-organization.png"
"Trademark Vakil","Trademark Vakil offers professional IPR expertise for making trademark applciations for different goods/services.Whether you want to register your word mark or logo, you can count on us.","","Mumbai, Maharashtra, IND","","","https://s3.amazonaws.com/startupgenome-avatars/organizations/trademark-vakil.png"
"PerceptionZ","Business Brokering","January 2010","Mumbai, Maharashtra, IND","","","https://s3.amazonaws.com/startupgenome-avatars/organizations/perceptionz.png"
"BakedBins","BakedBins was added to CrunchBase in 2012","","Pune, Maharashtra, IND","","","https://s3.amazonaws.com/startupgenome-avatars/organizations/bakedbins.png"
"Bigperx","Bigperx is an exclusive employee webstore in India. Current categories include Mobile phones, electronics , home and kitchen appliances and lot more.Various other services are also in the pipeline.The site provides best prices for registered corporate employees, a user -friendly experience along reliable service, including on-time delivery, no-questions-asked Cash back return policy, and a wide catalog of Branded products with manufacturer's warranty.These employee benefit are extended only to employees in select corporates in India and are for Employee's personal use only.","January 2011","Mumbai, Maharashtra, IND","","","https://s3.amazonaws.com/startupgenome-avatars/organizations/bigperx.png"
"MoneyLeo","Loan Comparison & Application in India
MoneyLeo.com is a Loan Comparison Engine in India, which allows its customers to transparently Compare, anonymously Apply, and get a lightning fast Response for their loan enquiry, from multiple banks of their choice..

When it comes to applying for a loan in India, a vast majority of consumers are at the mercy of middlemen, who misguide and divert the consumer to Institutions that pay them a higher brokerage..

Even online, consumers make an uninformed decision of applying with banks, depending upon existing relations, social reference or sometimes plain curiosity.. And eventually end-up facing policy rejections, which causes delays and frustration..

MoneyLeo helps consumers make an informed decision, by providing them near-accurate customized loan quotes of various banks, based on their Income specifications, which takes guess-work out of the picture.. And consumers are connected with banks over IVR, which protects their privacy.. Also, we offer a 30 minute call back guarantee..","January 2011","Mumbai, Maharashtra, IND","","","https://s3.amazonaws.com/startupgenome-avatars/organizations/moneyleo.png"
"Digital Signature Gallery","Digital Signature Gallery provides digital signature certificates all over India.It provides SHA-2 compliant digital signatures employing the advanced SHA-256 algorithm.","January 2010","Mumbai, Maharashtra, IND","","","https://s3.amazonaws.com/startupgenome-avatars/organizations/digital-signature-gallery.png"
"Titbit Interactive Systems Pvt. Ltd","Founded in 2011 and headquartered in Mumbai, India, Titbit.com, a Valuable Group company, has three business verticals - 1. Online ordering service that enables its customers and corporate clients to order food from hundreds of restaurants in Mumbai, Pune, Indore and Ahmedabad and serving over 40 different cuisines. Its mobile app can be downloaded from Android playstore. 2. In-restaurant ordering through its proprietary iOS/Android based Digi-menu that fully integrates with restaurant's back end POS systems. 3. In-Room application that enables guests staying at hotels to use iPad for services such as food ordering, concierge services, in-room shopping, booking tourist's attractions, etc.","January 2011","Mumbai, Maharashtra, IND","","","https://s3.amazonaws.com/startupgenome-avatars/organizations/titbit-interactive-systems-pvt-ltd.png"
"The Wadhwa Group","Wadhwa Group is a mumbai based real estate company. They are proud to develop iconic and state of the art, yet practical structure. Their promise to customers is to provide highest standards of quality in Design, Technology and Materials. All these pillars endeavour to give our occupiers highest value.","","Mumbai, Maharashtra, IND","","","https://s3.amazonaws.com/startupgenome-avatars/organizations/the-wadhwa-group1.png"
"MaxPPC.net","MaxPPC.net is a team of experienced people in the field of PPC and display advertising and uses best of industry ad serving technology to aggregate millions of ad queries daily across various categories, audience segments and help advertisers reach highly fragmented internet users.MaxPPC.net is an innovative marketplace where advertisers get highest results and publishers monetize their valuable traffic! Our professional approach, latest internet marketing techniques and advanced technologies are at your disposal for reaching your ambitious goals","January 2011","Mumbai, Maharashtra, IND","","","https://s3.amazonaws.com/startupgenome-avatars/organizations/maxppcnet.png"
"Groupe Athena","Serving India and South East Asia, Groupe Athena has been serving companies abroad in obtaining FDA approval for pharmaceuticals, medical products and devices for export to America. Our goal is to ensure each of our clients passes FDA inspection by assisting them from concept through development, with consultation through all the regulatory requirements, filings, and processes to achieve FDA compliance and approval.","January 2008","Mumbai, Maharashtra, IND","","","https://s3.amazonaws.com/startupgenome-avatars/organizations/groupe-athena.png"
"Wockhardt","Wockhardt is a global pharmaceutical and biotechnology organisation, providing affordable, high-quality medicines for a healthier world. It is Indias leading research-based global healthcare enterprise with relevance in the fields of Pharmaceuticals, Biotechnology and a chain of advanced Super Speciality Hospitals.Wockhardt is a true Indian Multi-National Company with a multi-ethnic workforce of 8600 Wockhardt Associates from 21 different nationalities globally. It has 3 research centres and 12 manufacturing plants, with businesses ranging from the manufacture and marketing of Pharmaceutical and Bio-pharmaceutical formulations, Active Pharmaceutical Ingredients (APIs) and Vaccines.","","Mumbai, Maharashtra, IND","","","https://s3.amazonaws.com/startupgenome-avatars/organizations/wockhardt.png"
"Soulquest Lifestyle Pvt Ltd","Cleanplanet.in is an online portal from where you can buy trendy as well as eco friendly tote bags and other products. Purchase stylish and eco friendly tote bags online which  are  perfectly suitable for a new generation and trendy too.","","Mumbai, Maharashtra, IND","","","https://s3.amazonaws.com/startupgenome-avatars/organizations/soulquest-lifestyle-pvt-ltd.png"
"Agile","Agile Financial Technologies is led by captains of the industry who envisioned the creation of an unparalleled enterprise that would be an agile technology partner to leading players in the BFSI (Banking, Financial Services and Insurance) sector.  Agile was formed by acquiring and merging strategic software products technology companies in the space of insurance and lending software.We bring the energy and agility of a young enterprise, and the wisdom and rich experience that is given by a cumulative 45 operating years of the constituent enterprises that are now Agile Financial Technologies.Our strategic intent is to serve enterprises in the BFSI sector with a paradigm shift in services delivery that would enable us offer a combination of our products and outsourcing services that will enable our client's businesses. We understand technology's strategic relevance to business, and provide solutions that allow our client's focus on their core business. Our state of the art facilities are oriented to provide for the outsourcing of our client's business processes and back office, thus enabling them focus on their core business.","","Mumbai, Maharashtra, IND","","","https://s3.amazonaws.com/startupgenome-avatars/organizations/agile.png"
"Anunta Technology Management Services","Anunta is a cloud generation IT services company that has developed a unique Application Delivery as a Service (ADaaS) offering on its own proprietary platform. Anunta designs cloud-based application delivery architectures, provides on-going management and delivers services on a pay per user billing model with guarantees on end-user experience. Anuntas solution has proven business benefits like improving employee productivity, lowering cost of application delivery and, simplifying IT management to make it more agile and scalable.","January 2011","Mumbai, Maharashtra, IND","","","https://s3.amazonaws.com/startupgenome-avatars/organizations/anunta-technology-management-services.png"
"Elder Pharamaceuticals"," Elder Pharmaceuticals is a Mumbai based pharmaceutical manufacturing & marketing organisation. By virtue of its strategic alliances, synergetic acquisitions globally accredited manufacturing facilities & above all an extensive marketing & distribution network, Elder Pharma is one of the fastest growing pharma companies in India.","January 1989","Mumbai, Maharashtra, IND","","","https://s3.amazonaws.com/startupgenome-avatars/organizations/elder-pharamaceuticals.png"
"BecomeShakespeare.com","BecomeShakespeare provides the whole range of publishing services - from editing, proofreading, cover design, typesetting, printing books, creating eBooks, distribution through e-commerce sites, warehousing and order servicing, listing in international bibliographic databases and marketing of your book.Why Shakespeare?You probably know Shakespeare as one of the most popular and influential writers in the English language. But did you know that he had only basic schooling, started out as a struggling actor, was much scorned by critics, and went completely against the established norm? And yet, Shakespeare stayed true to what his heart told him. He blazed a whole new trail and created a unique style of writing that changed literature forever. Perhaps theres some of the Shakespeare magic in you. Perhaps you have a really compelling story to tell  and you tell it a different way. Maybe you have a completely unique writing style; your themes and characters are a far cry from the mainstream order. And surely, in your heart, you believe in the writer inside you. If any of this rings a bell, then talk to BecomeShakespeare! At BecomeShakespeare.com, we support fresh new talent in writing, help you blaze your own trails and reach the pinnacle of your literary pursuits.We hope to help you discover your inner Shakespeare and showcase it for the world to see. Keep believing! Keep Writing!","","Mumbai, Maharashtra, IND","","","https://s3.amazonaws.com/startupgenome-avatars/organizations/becomeshakespearecom.png"
